id,group,type,level,description,sourcefile
18115,windows,rule,8,General account database changed.,msauth_rules.xml
18116,windows,rule,9,User account locked out (multiple login errors).,msauth_rules.xml
18117,windows,rule,7,Windows is shutting down.,msauth_rules.xml
18118,windows,rule,9,Windows audit log was cleared.,msauth_rules.xml
18119,windows,rule,3,First time this user logged in this system.,msauth_rules.xml
18120,windows,rule,0,Windows login attempt (ignored). Duplicated.,msauth_rules.xml
18121,windows,rule,0,Windows Logon Success (ignored).,msauth_rules.xml
18125,windows,rule,5,Remote access login failure.,msauth_rules.xml
18126,windows,rule,3,Remote access login success.,msauth_rules.xml
18127,windows,rule,5,Computer account added/changed/deleted.,msauth_rules.xml
18128,windows,rule,8,Group account added/changed/deleted.,msauth_rules.xml
18129,windows,rule,8,Windows file system full.,msauth_rules.xml
18130,windows,rule,5,Logon Failure - Unknown user or bad password.,msauth_rules.xml
18131,windows,rule,5,System.Object[],msauth_rules.xml
18132,windows,rule,5,Logon Failure - Account currently disabled.,msauth_rules.xml
18133,windows,rule,5,Logon Failure - Specified account expired.,msauth_rules.xml
18134,windows,rule,7,System.Object[],msauth_rules.xml
18135,windows,rule,5,Logon Failure - User not granted logon type.,msauth_rules.xml
18136,windows,rule,5,Logon Failure - Account's password expired.,msauth_rules.xml
18137,windows,rule,5,Logon Failure - Internal error.,msauth_rules.xml
18138,windows,rule,7,Logon Failure - Account locked out.,msauth_rules.xml
18139,windows,rule,5,Windows DC Logon Failure.,msauth_rules.xml
18140,windows,rule,5,System time changed.,msauth_rules.xml
18141,windows,rule,7,Unexpected Windows shutdown.,msauth_rules.xml
18142,windows,rule,5,User account unlocked.,msauth_rules.xml
18143,windows,rule,8,Security enabled group created.,msauth_rules.xml
18144,windows,rule,8,Security enabled group deleted.,msauth_rules.xml
18145,windows,rule,3,Service startup type was changed.,msauth_rules.xml
18146,windows,rule,5,Application Uninstalled.,msauth_rules.xml
18147,windows,rule,5,Application Installed.,msauth_rules.xml
18148,windows,rule,3,Windows is starting up.,msauth_rules.xml
18149,windows,rule,3,Windows User Logoff.,msauth_rules.xml
18151,windows,rule,10,System.Object[],msauth_rules.xml
18152,windows,rule,10,Multiple Windows Logon Failures.,msauth_rules.xml
18153,windows,rule,10,Multiple Windows audit failure events.,msauth_rules.xml
18154,windows,rule,10,Multiple Windows error events.,msauth_rules.xml
18155,windows,rule,10,Multiple Windows warning events.,msauth_rules.xml
18156,windows,rule,10,Multiple remote access login failures.,msauth_rules.xml
18157,windows,rule,10,Multiple TS Gateway login failures.,msauth_rules.xml
18158,windows,rule,5,Chrome Remote Desktop attempt - access denied,msauth_rules.xml
18159,windows,rule,5,Chrome Remote Desktop attempt - connected,msauth_rules.xml
18160,windows,rule,5,Chrome Remote Desktop attempt - disconnected,msauth_rules.xml
18170,windows,rule,10,System.Object[],msauth_rules.xml
18171,windows,rule,10,Windows DC - Possible replay attack.,msauth_rules.xml
18172,windows,rule,7,Windows DC - Clock skew too great.,msauth_rules.xml
18180,windows,rule,5,MS SQL Server Logon Failure.,msauth_rules.xml
18181,windows,rule,3,MS SQL Server Logon Success.,msauth_rules.xml
18200,windows,rule,5,Group Account Created,msauth_rules.xml
18201,windows,rule,5,Group Account Deleted,msauth_rules.xml
18202,windows,rule,5,Security Enabled Global Group Created,msauth_rules.xml
18203,windows,rule,5,Security Enabled Global Group Member Added,msauth_rules.xml
18204,windows,rule,5,Security Enabled Global Group Member Removed,msauth_rules.xml
18205,windows,rule,5,Security Enabled Global Group Deleted,msauth_rules.xml
18206,windows,rule,5,Security Enabled Local Group Created,msauth_rules.xml
18207,windows,rule,5,Security Enabled Local Group Member Added,msauth_rules.xml
18208,windows,rule,5,Security Enabled Local Group Member Removed,msauth_rules.xml
18209,windows,rule,5,Security Enabled Local Group Deleted,msauth_rules.xml
18210,windows,rule,5,Security Enabled Local Group Changed,msauth_rules.xml
18211,windows,rule,5,Security Enabled Global Group Changed,msauth_rules.xml
18212,windows,rule,5,Security Enabled Universal Group Created,msauth_rules.xml
18213,windows,rule,5,Security Enabled Universal Group Changed,msauth_rules.xml
18214,windows,rule,5,Security Enabled Universal Group Member Added,msauth_rules.xml
18215,windows,rule,5,Security Enabled Universal Group Member Removed,msauth_rules.xml
18216,windows,rule,5,Security Enabled Universal Group Deleted,msauth_rules.xml
18217,windows,rule,12,Administrators Group Changed,msauth_rules.xml
18218,windows,rule,5,Everyone Group Changed,msauth_rules.xml
18219,windows,rule,12,Enterprise Domain Controllers Group Changed,msauth_rules.xml
18220,windows,rule,5,Authenticated Users Group Changed,msauth_rules.xml
18221,windows,rule,5,Terminal Server Users Group Changed,msauth_rules.xml
18222,windows,rule,12,Domain Admins Group Changed,msauth_rules.xml
18223,windows,rule,5,Domain Users Group Changed,msauth_rules.xml
18224,windows,rule,0,Local User Group NONE,msauth_rules.xml
18225,windows,rule,12,Domain Guests Group Changed,msauth_rules.xml
18226,windows,rule,5,Domain Computers Group Changed,msauth_rules.xml
18227,windows,rule,12,Domain Controllers Group Changed,msauth_rules.xml
18228,windows,rule,10,Cert Publishers Group Changed,msauth_rules.xml
18229,windows,rule,12,Schema Admins Group Changed,msauth_rules.xml
18230,windows,rule,12,Enterprise Admins Group Changed,msauth_rules.xml
18231,windows,rule,10,Group Policy Creator Owners Group Changed,msauth_rules.xml
18232,windows,rule,10,RAS and IAS Servers Group Changed,msauth_rules.xml
18233,windows,rule,5,Users Group Changed,msauth_rules.xml
18234,windows,rule,12,Guests Group Changed,msauth_rules.xml
18235,windows,rule,10,Power Users Group Changed,msauth_rules.xml
18236,windows,rule,10,Account Operators Group Changed,msauth_rules.xml
18237,windows,rule,10,Server Operators Group Changed,msauth_rules.xml
18238,windows,rule,8,Print Operators Group Changed,msauth_rules.xml
18239,windows,rule,12,Backup Operators Group Changed,msauth_rules.xml
18240,windows,rule,10,Replicators Group Changed,msauth_rules.xml
18241,windows,rule,8,Pre-Windows 2000 Compatible Access Group Changed,msauth_rules.xml
18242,windows,rule,10,Remote Desktop Users Group Changed,msauth_rules.xml
18243,windows,rule,10,Network Configuration Operators Group Changed,msauth_rules.xml
18244,windows,rule,10,Incoming Forest Trust Builders Group Changed,msauth_rules.xml
18245,windows,rule,8,Performance Monitor Users Group Changed,msauth_rules.xml
18246,windows,rule,8,Performance Log Users Group Changed,msauth_rules.xml
18247,windows,rule,8,Windows Authorization Access Group Changed,msauth_rules.xml
18248,windows,rule,8,Terminal Server License Servers Group Changed,msauth_rules.xml
18249,windows,rule,8,Distributed COM Users Group Changed,msauth_rules.xml
18250,windows,rule,12,Enterprise Read-only Domain Controllers Group Changed,msauth_rules.xml
18251,windows,rule,12,Read-only Domain Controllers Group Changed,msauth_rules.xml
18252,windows,rule,12,Cryptographic Operators Group Changed,msauth_rules.xml
18253,windows,rule,10,Allowed RODC Password Replication Group Changed,msauth_rules.xml
18254,windows,rule,10,Denied RODC Password Replication Group Changed,msauth_rules.xml
18255,windows,rule,10,Event Log Readers Group Changed,msauth_rules.xml
18256,windows,rule,10,Certificate Service DCOM Access Group Changed,msauth_rules.xml
18257,windows,rule,3,TS Gateway login success.,msauth_rules.xml
18258,windows,rule,5,TS Gateway login failure.,msauth_rules.xml
18259,windows,rule,3,TS Gateway user disconnected.,msauth_rules.xml
18260,windows,rule,3,MS Exchange Logon Success.,msauth_rules.xml
18261,windows,rule,0,User Logoff Exchange.,msauth_rules.xml
18501,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - svchost.exe,sysmon_rules.xml
18502,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - svchost.exe,sysmon_rules.xml
18511,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - lsm.exe,sysmon_rules.xml
18512,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - lsm.exe,sysmon_rules.xml
18513,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - lsm.exe is a Parent Image,sysmon_rules.xml
18521,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - csrss.exe,sysmon_rules.xml
18522,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - csrss.exe,sysmon_rules.xml
18531,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - lsass,sysmon_rules.xml
18532,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - lsass.exe,sysmon_rules.xml
18533,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - lsass.exe is a Parent Image,sysmon_rules.xml
18541,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - winlogon.exe,sysmon_rules.xml
18542,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - winlogon.exe,sysmon_rules.xml
18551,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - wininit,sysmon_rules.xml
18552,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - wininit.exe,sysmon_rules.xml
18561,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - smss.exe,sysmon_rules.xml
18562,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - smss.exe,sysmon_rules.xml
18571,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - taskhost.exe,sysmon_rules.xml
18572,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - taskhost.exe,sysmon_rules.xml
18581,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - services.exe,sysmon_rules.xml
18582,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - services.exe,sysmon_rules.xml
18591,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - dllhost.exe,sysmon_rules.xml
18592,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - dllhost.exe,sysmon_rules.xml
18601,sysmon_process-anomalies,rule,12,Sysmon - Suspicious Process - explorer.exe,sysmon_rules.xml
18602,sysmon_process-anomalies,rule,0,Sysmon - Legitimate Parent Image - explorer.exe,sysmon_rules.xml
18651,various,rule,8,IKE DoS-prevention mode started,ms_ipsec_rules.xml
18652,various,rule,8,An IPsec Main Mode negotiation failed,ms_ipsec_rules.xml
18653,various,rule,8,An IPsec Quick Mode negotiation failed,ms_ipsec_rules.xml
18654,various,rule,8,An IPsec Extended Mode negotiation failed,ms_ipsec_rules.xml
18655,various,rule,4,IPsec dropped an inbound packet that failed an integrity check,ms_ipsec_rules.xml
18656,various,rule,8,IPsec dropped an inbound packet that failed a replay check,ms_ipsec_rules.xml
18657,various,rule,8,IPsec dropped an inbound clear text packet that should have been secured,ms_ipsec_rules.xml
18658,various,rule,4,IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI),ms_ipsec_rules.xml
18659,various,rule,7,"During Main Mode negotiation, IPsec received an invalid negotiation packet",ms_ipsec_rules.xml
18660,various,rule,7,"During Quick Mode negotiation, IPsec received an invalid negotiation packet",ms_ipsec_rules.xml
18661,various,rule,7,"During Extended Mode negotiation, IPsec received an invalid negotiation packet",ms_ipsec_rules.xml
18662,various,rule,8,An IPsec negotiation with a remote computer failed because the IKE and AuthIP IPsec Keying Modules (IKEEXT) service is not started,ms_ipsec_rules.xml
18663,various,rule,8,IPsec Services failed to get the complete list of network interfaces on the computer,ms_ipsec_rules.xml
18664,various,rule,8,IPsec Services failed to initialize RPC server. IPsec Services could not be started,ms_ipsec_rules.xml
18665,various,rule,8,IPsec Services has experienced a critical failure and has been shut down,ms_ipsec_rules.xml
18666,various,rule,8,IPsec Services failed to process some IPsec filters on a plug-and-play event for network interfaces,ms_ipsec_rules.xml
18667,various,rule,8,IPsec Services was disabled,ms_ipsec_rules.xml
18668,various,rule,8,IPsec Services encountered a potentially serious failure,ms_ipsec_rules.xml
19100,vmware,rule,0,VMWare messages grouped.,vmware_rules.xml
19101,vmware,rule,0,VMWare ESX syslog messages grouped.,vmware_rules.xml
19102,vmware,rule,8,VMware ESX critical message.,vmware_rules.xml
19103,vmware,rule,4,VMware ESX error message.,vmware_rules.xml
19104,vmware,rule,3,VMware ESX warning message.,vmware_rules.xml
19105,vmware,rule,0,VMware ESX notice message.,vmware_rules.xml
19106,vmware,rule,0,VMware ESX informational message.,vmware_rules.xml
19107,vmware,rule,0,VMware ESX verbose message.,vmware_rules.xml
19110,vmware,rule,3,VMWare ESX authentication success.,vmware_rules.xml
19111,vmware,rule,5,VMWare ESX authentication failure.,vmware_rules.xml
19112,vmware,rule,3,VMWare ESX user login.,vmware_rules.xml
19113,vmware,rule,3,VMWare ESX user authentication failure.,vmware_rules.xml
19120,vmware,rule,8,Virtual machine state changed to OFF.,vmware_rules.xml
19121,vmware,rule,3,Virtual machine being turned ON.,vmware_rules.xml
19122,vmware,rule,3,Virtual machine state changed to ON.,vmware_rules.xml
19123,vmware,rule,5,Virtual machine being reconfigured.,vmware_rules.xml
19150,vmware,rule,10,Multiple VMWare ESX warning messages.,vmware_rules.xml
19151,vmware,rule,10,Multiple VMWare ESX error messages.,vmware_rules.xml
19152,vmware,rule,10,Multiple VMWare ESX authentication failures.,vmware_rules.xml
19153,vmware,rule,10,Multiple VMWare ESX user authentication failures.,vmware_rules.xml
20100,ids,rule,8,First time this IDS alert is generated.,ids_rules.xml
20101,ids,rule,6,IDS event.,ids_rules.xml
20102,ids,rule,0,Ignored snort ids.,ids_rules.xml
20103,ids,rule,0,Ignored snort ids.,ids_rules.xml
20151,ids,rule,10,Multiple IDS events from same source ip.,ids_rules.xml
20152,ids,rule,10,Multiple IDS alerts for same id.,ids_rules.xml
20161,ids,rule,11,System.Object[],ids_rules.xml
20162,ids,rule,11,System.Object[],ids_rules.xml
20500,"windows,powershell",rule,8,Windows PowerShell was started.,ms_powershell_rules.xml
20501,"windows,powershell",rule,8,Windows PowerShell command executed.,ms_powershell_rules.xml
20502,"windows,powershell",rule,8,Windows PowerShell was stopped.,ms_powershell_rules.xml
20503,"windows,powershell",rule,2,A wrong/misspelled command was tried,ms_powershell_rules.xml
20504,"windows,powershell",rule,2,Powershell background activity,ms_powershell_rules.xml
20505,"windows,powershell",rule,12,Possibly Dangerous Command Detected (https://gist.github.com/gfoss/2b39d680badd2cad9d82#file-powershell-command-line-logging),ms_powershell_rules.xml
25000,access-control,rule,7,sensitive login detected,last_rootlogin_rules.xml
30100,apache,rule,0,Apache messages grouped.,apache_rules.xml
30101,apache,rule,0,Apache error messages grouped.,apache_rules.xml
30102,apache,rule,0,Apache warn messages grouped.,apache_rules.xml
30103,apache,rule,0,Apache notice messages grouped.,apache_rules.xml
30104,apache,rule,12,Apache segmentation fault.,apache_rules.xml
30105,apache,rule,5,Attempt to access forbidden file or directory.,apache_rules.xml
30106,apache,rule,5,Attempt to access forbidden directory index.,apache_rules.xml
30107,apache,rule,6,Code Red attack.,apache_rules.xml
30108,apache,rule,5,User authentication failed.,apache_rules.xml
30109,apache,rule,9,Attempt to login using a non-existent user.,apache_rules.xml
30110,apache,rule,5,User authentication failed.,apache_rules.xml
30112,apache,rule,0,Attempt to access an non-existent file (those are reported on the access.log).,apache_rules.xml
30115,apache,rule,5,Invalid URI (bad client request).,apache_rules.xml
30116,apache,rule,10,System.Object[],apache_rules.xml
30117,apache,rule,10,"Invalid URI, file name too long.",apache_rules.xml
30118,apache,rule,6,Access attempt blocked by Mod Security.,apache_rules.xml
30119,apache,rule,12,Multiple attempts blocked by Mod Security.,apache_rules.xml
30120,apache,rule,12,Apache without resources to run.,apache_rules.xml
30200,apache,rule,6,Modsecurity alert.,apache_rules.xml
30201,apache,rule,6,Modsecurity access denied.,apache_rules.xml
30202,apache,rule,10,Multiple attempts blocked by Mod Security.,apache_rules.xml
30301,apache,rule,0,Apache error messages grouped.,apache_rules.xml
30302,apache,rule,0,Apache warn messages grouped.,apache_rules.xml
30303,apache,rule,0,Apache notice messages grouped.,apache_rules.xml
30304,apache,rule,12,Apache segmentation fault.,apache_rules.xml
30305,apache,rule,5,Attempt to access forbidden file or directory.,apache_rules.xml
30306,apache,rule,5,Attempt to access forbidden directory index.,apache_rules.xml
30307,apache,rule,6,Client sent malformed Host header. Possible Code Red attack.,apache_rules.xml
30308,apache,rule,5,User authentication failed.,apache_rules.xml
30309,apache,rule,5,Attempt to login using a non-existent user.,apache_rules.xml
30310,apache,rule,10,Multiple authentication failures with invalid user.,apache_rules.xml
30312,apache,rule,0,Attempt to access an non-existent file (those are reported on the access.log).,apache_rules.xml
30315,apache,rule,5,Invalid URI (bad client request).,apache_rules.xml
30316,apache,rule,10,System.Object[],apache_rules.xml
30317,apache,rule,10,"Invalid URI, file name too long.",apache_rules.xml
30318,apache,rule,5,PHP Notice in Apache log,apache_rules.xml
30319,apache,rule,10,File name too long.,apache_rules.xml
30320,apache,rule,2,Permission denied.,apache_rules.xml
30321,apache,rule,2,A script cannot be accessed.,apache_rules.xml
30401,apache,rule,0,ModSecurity Warning messages grouped,apache_rules.xml
30402,apache,rule,0,ModSecurity Access denied messages grouped,apache_rules.xml
30403,apache,rule,0,ModSecurity Audit log messages grouped,apache_rules.xml
30411,apache,rule,7,ModSecurity rejected a query,apache_rules.xml
31100,"web,accesslog",rule,0,Access log messages grouped.,web_rules.xml
31101,"web,accesslog",rule,5,Web server 400 error code.,web_rules.xml
31102,"web,accesslog",rule,0,Ignored extensions on 400 error codes.,web_rules.xml
31103,"web,accesslog",rule,6,SQL injection attempt.,web_rules.xml
31104,"web,accesslog",rule,6,Common web attack.,web_rules.xml
31105,"web,accesslog",rule,6,XSS (Cross Site Scripting) attempt.,web_rules.xml
31106,"web,accesslog",rule,6,A web attack returned code 200 (success).,web_rules.xml
31107,"web,accesslog",rule,0,Ignored URLs for the web attacks,web_rules.xml
31108,"web,accesslog",rule,0,Ignored URLs (simple queries).,web_rules.xml
31109,"web,accesslog",rule,6,"MSSQL Injection attempt (/ur.php, urchin.js)",web_rules.xml
31110,"web,accesslog",rule,6,PHP CGI-bin vulnerability attempt.,web_rules.xml
31111,web-access,rule,2,Maybe critical URL access attempt,topleveldomain_rules.xml
31115,"web,accesslog",rule,13,System.Object[],web_rules.xml
31120,"web,accesslog",rule,5,Web server 500 error code (server error).,web_rules.xml
31121,"web,accesslog",rule,4,Web server 501 error code (Not Implemented).,web_rules.xml
31122,"web,accesslog",rule,5,Web server 500 error code (Internal Error).,web_rules.xml
31123,"web,accesslog",rule,4,Web server 503 error code (Service unavailable).,web_rules.xml
31140,"web,accesslog",rule,0,Ignoring google/msn/yahoo bots.,web_rules.xml
31141,"web,accesslog",rule,0,Ignored 499's on nginx.,web_rules.xml
31151,"web,accesslog",rule,10,System.Object[],web_rules.xml
31152,"web,accesslog",rule,10,System.Object[],web_rules.xml
31153,"web,accesslog",rule,10,Multiple common web attacks from same source ip.,web_rules.xml
31154,"web,accesslog",rule,10,System.Object[],web_rules.xml
31161,"web,accesslog",rule,10,Multiple web server 501 error code (Not Implemented).,web_rules.xml
31162,"web,accesslog",rule,10,Multiple web server 500 error code (Internal Error).,web_rules.xml
31163,"web,accesslog",rule,10,Multiple web server 503 error code (Service unavailable).,web_rules.xml
31164,"web,accesslog",rule,6,SQL injection attempt.,web_rules.xml
31165,"web,accesslog",rule,6,SQL injection attempt.,web_rules.xml
31200,zeus,rule,0,Grouping of Zeus rules.,zeus_rules.xml
31201,zeus,rule,0,Grouping of Zeus informational logs.,zeus_rules.xml
31202,zeus,rule,4,Zeus warning log.,zeus_rules.xml
31203,zeus,rule,9,Zeus serious log.,zeus_rules.xml
31204,zeus,rule,12,Zeus fatal log.,zeus_rules.xml
31205,zeus,rule,8,Admin authentication failed.,zeus_rules.xml
31206,zeus,rule,0,Configuration warning (ignored).,zeus_rules.xml
31251,zeus,rule,10,Multiple Zeus warnings.,zeus_rules.xml
31300,apache,rule,0,Nginx messages grouped.,nginx_rules.xml
31301,apache,rule,3,Nginx error message.,nginx_rules.xml
31302,apache,rule,3,Nginx warning message.,nginx_rules.xml
31303,apache,rule,5,Nginx critical message.,nginx_rules.xml
31310,apache,rule,0,Server returned 404 (reported in the access.log).,nginx_rules.xml
31311,apache,rule,0,Incomplete client request.,nginx_rules.xml
31312,apache,rule,0,Initial 401 authentication request.,nginx_rules.xml
31315,apache,rule,5,Web authentication failed.,nginx_rules.xml
31316,apache,rule,10,Multiple web authentication failures.,nginx_rules.xml
31317,apache,rule,0,Common cache error when files were removed.,nginx_rules.xml
31320,apache,rule,10,"Invalid URI, file name too long.",nginx_rules.xml
31401,apache,rule,0,PHP Warning message.,php_rules.xml
31402,apache,rule,0,PHP Fatal error.,php_rules.xml
31403,apache,rule,0,PHP Parse error.,php_rules.xml
31404,apache,rule,0,PHP Warning message.,php_rules.xml
31405,apache,rule,0,PHP Fatal error.,php_rules.xml
31406,apache,rule,0,PHP Parse error.,php_rules.xml
31410,apache,rule,3,PHP Warning message.,php_rules.xml
31411,apache,rule,6,PHP web attack.,php_rules.xml
31412,apache,rule,5,PHP internal error (missing file).,php_rules.xml
31413,apache,rule,5,PHP internal error (server out of space).,php_rules.xml
31420,apache,rule,5,PHP Fatal error.,php_rules.xml
31421,apache,rule,5,PHP internal error (missing file or function).,php_rules.xml
31430,apache,rule,5,PHP Parse error.,php_rules.xml
31501,"web,appsec,attack",rule,6,WordPress Comment Spam (coming from a fake search engine UA).,web_appsec_rules.xml
31502,"web,appsec,attack",rule,6,TimThumb vulnerability exploit attempt.,web_appsec_rules.xml
31503,"web,appsec,attack",rule,6,osCommerce login.php bypass attempt.,web_appsec_rules.xml
31504,"web,appsec,attack",rule,6,osCommerce file manager login.php bypass attempt.,web_appsec_rules.xml
31505,"web,appsec,attack",rule,6,TimThumb backdoor access attempt.,web_appsec_rules.xml
31506,"web,appsec,attack",rule,6,Cart.php directory transversal attempt.,web_appsec_rules.xml
31507,"web,appsec,attack",rule,6,"MSSQL Injection attempt (ur.php, urchin.js).",web_appsec_rules.xml
31508,"web,appsec,attack",rule,6,Blacklisted user agent (known malicious user agent).,web_appsec_rules.xml
31509,"web,appsec,attack",rule,3,CMS (WordPress or Joomla) login attempt.,web_appsec_rules.xml
31510,"web,appsec,attack",rule,8,CMS (WordPress or Joomla) brute force attempt.,web_appsec_rules.xml
31511,"web,appsec,attack",rule,0,Blacklisted user agent (wget).,web_appsec_rules.xml
31512,"web,appsec,attack",rule,6,Uploadify vulnerability exploit attempt.,web_appsec_rules.xml
31513,"web,appsec,attack",rule,6,BBS delete.php exploit attempt.,web_appsec_rules.xml
31514,"web,appsec,attack",rule,6,Simple shell.php command execution.,web_appsec_rules.xml
31515,"web,appsec,attack",rule,6,PHPMyAdmin scans (looking for setup.php).,web_appsec_rules.xml
31516,"web,appsec,attack",rule,6,Suspicious URL access.,web_appsec_rules.xml
31530,"web,appsec,attack",rule,3,POST request received.,web_appsec_rules.xml
31531,"web,appsec,attack",rule,0,Ignoring often post requests inside /wp-admin and /admin.,web_appsec_rules.xml
31533,"web,appsec,attack",rule,10,High amount of POST requests in a small period of time (likely bot).,web_appsec_rules.xml
31550,"web,appsec,attack",rule,6,Anomaly URL query (attempting to pass null termination).,web_appsec_rules.xml
35000,squid,rule,0,Squid messages grouped.,squid_rules.xml
35002,squid,rule,4,Squid generic error codes.,squid_rules.xml
35003,squid,rule,5,Bad request/Invalid syntax.,squid_rules.xml
35004,squid,rule,5,System.Object[],squid_rules.xml
35005,squid,rule,5,System.Object[],squid_rules.xml
35006,squid,rule,5,System.Object[],squid_rules.xml
35007,squid,rule,5,System.Object[],squid_rules.xml
35008,squid,rule,5,Squid 400 error code (request failed).,squid_rules.xml
35009,squid,rule,5,Squid 500/600 error code (server error).,squid_rules.xml
35010,squid,rule,4,Squid 503 error code (server unavailable).,squid_rules.xml
35021,squid,rule,6,System.Object[],squid_rules.xml
35022,squid,rule,6,Attempt to access a worm/trojan related site.,squid_rules.xml
35023,squid,rule,0,Ignored files on a 40x error.,squid_rules.xml
35051,squid,rule,10,System.Object[],squid_rules.xml
35052,squid,rule,10,Multiple unauthorized attempts to use proxy.,squid_rules.xml
35053,squid,rule,10,Multiple Bad requests/Invalid syntax.,squid_rules.xml
35054,squid,rule,12,Infected machine with W32.Beagle.DP.,squid_rules.xml
35055,squid,rule,10,Multiple attempts to access a non-existent file.,squid_rules.xml
35056,squid,rule,12,System.Object[],squid_rules.xml
35057,squid,rule,10,Multiple 400 error codes (requests failed).,squid_rules.xml
35058,squid,rule,10,Multiple 500/600 error codes (server error).,squid_rules.xml
35095,squid,rule,0,System.Object[],squid_rules.xml
40101,various,rule,12,System user successfully logged to the system.,attack_rules.xml
40102,various,rule,14,Buffer overflow attack on rpc.statd,attack_rules.xml
40103,various,rule,14,Buffer overflow on WU-FTPD versions prior to 2.6,attack_rules.xml
40104,various,rule,13,Possible buffer overflow attempt.,attack_rules.xml
40105,various,rule,12,"Null"" user changed some information.""",attack_rules.xml
40106,various,rule,12,Buffer overflow attempt (probably on yppasswd).,attack_rules.xml
40107,various,rule,14,Heap overflow in the Solaris cachefsd service.,attack_rules.xml
40109,various,rule,12,System.Object[],attack_rules.xml
40111,various,rule,10,Multiple authentication failures.,attack_rules.xml
40112,various,rule,12,System.Object[],attack_rules.xml
40113,various,rule,12,Multiple viruses detected - Possible outbreak.,attack_rules.xml
40501,various,rule,15,System.Object[],attack_rules.xml
40601,various,rule,10,Network scan from same source ip.,attack_rules.xml
40700,"local,systemd",rule,0,Systemd rules,systemd_rules.xml
40701,"local,systemd",rule,0,Stale file handle.,systemd_rules.xml
40702,"local,systemd",rule,2,Failed to get unit state for service. This means that the .service file is missing,systemd_rules.xml
40703,"local,systemd",rule,5,"Service has entered a failed state, and likely has not started.",systemd_rules.xml
40900,"local,firewalld",rule,0,firewalld grouping,firewalld_rules.xml
40901,"local,firewalld",rule,1,firewalld error,firewalld_rules.xml
40902,"local,firewalld",rule,3,Incorrect chain/target/match.,firewalld_rules.xml
40903,"local,firewalld",rule,2,firewalld: zone already set.,firewalld_rules.xml
50100,mysql_log,rule,0,MySQL messages grouped.,mysql_rules.xml
50105,mysql_log,rule,3,Database authentication success.,mysql_rules.xml
50106,mysql_log,rule,9,Database authentication failure.,mysql_rules.xml
50107,mysql_log,rule,0,Database query.,mysql_rules.xml
50108,mysql_log,rule,3,User disconnected from database.,mysql_rules.xml
50120,mysql_log,rule,12,Database shutdown message.,mysql_rules.xml
50121,mysql_log,rule,3,Database startup message.,mysql_rules.xml
50125,mysql_log,rule,5,Database error.,mysql_rules.xml
50126,mysql_log,rule,12,Database fatal error.,mysql_rules.xml
50180,mysql_log,rule,10,Multiple database errors.,mysql_rules.xml
50500,postgresql_log,rule,0,PostgreSQL messages grouped.,postgresql_rules.xml
50501,postgresql_log,rule,0,PostgreSQL log message.,postgresql_rules.xml
50502,postgresql_log,rule,0,PostgreSQL informational message.,postgresql_rules.xml
50503,postgresql_log,rule,4,PostgreSQL error message.,postgresql_rules.xml
50504,postgresql_log,rule,5,PostgreSQL error message.,postgresql_rules.xml
50505,postgresql_log,rule,0,PostgreSQL debug message.,postgresql_rules.xml
50510,postgresql_log,rule,0,Database query.,postgresql_rules.xml
50511,postgresql_log,rule,3,Database authentication success.,postgresql_rules.xml
50512,postgresql_log,rule,9,Database authentication failure.,postgresql_rules.xml
50520,postgresql_log,rule,12,Database shutdown message.,postgresql_rules.xml
50521,postgresql_log,rule,12,Database shutdown message.,postgresql_rules.xml
50580,postgresql_log,rule,10,Multiple database errors.,postgresql_rules.xml
50581,postgresql_log,rule,10,Multiple database errors.,postgresql_rules.xml
51000,"syslog,sshd,dropbear",rule,0,Grouping for dropbear rules.,dropbear_rules.xml
51001,"syslog,sshd,dropbear",rule,1,Failed to get key exchange value,dropbear_rules.xml
51002,"syslog,sshd,dropbear",rule,1,Premature kexdh_init message,dropbear_rules.xml
51003,"syslog,sshd,dropbear",rule,5,Bad password attempt.,dropbear_rules.xml
